ConsumptionID,Region,RecordDate,Sector,EnergyConsumedMWh,PeakLoadMW
37649,West,2022-10-08,Residential,5585.383,357.79
37650,West,2022-10-08,Industrial,3230.664,166.9
37651,West,2022-10-08,Commercial,582.418,47.09
37652,West,2022-10-08,Agricultural,269.216,23.17
37653,West,2022-10-09,Residential,3804.513,365.82
37654,West,2022-10-09,Industrial,4996.291,501.47
37655,West,2022-10-09,Commercial,695.604,69.1
37656,West,2022-10-09,Agricultural,115.323,7.58
37657,West,2022-10-10,Residential,3186.24,181.73
37658,West,2022-10-10,Industrial,2084.452,149.25
37659,West,2022-10-10,Commercial,3376.215,179.28
37660,West,2022-10-10,Agricultural,318.612,31.37
37661,West,2022-10-11,Residential,2151.47,158.58
37662,West,2022-10-11,Industrial,2427.95,229.23
37663,West,2022-10-11,Commercial,2921.576,169.59
37664,West,2022-10-11,Agricultural,1483.644,97.56
37665,West,2022-10-12,Residential,2135.344,120.99
37666,West,2022-10-12,Industrial,5945.357,577.47
37667,West,2022-10-12,Commercial,726.175,44.4
37668,West,2022-10-12,Agricultural,1280.165,116.87
37669,West,2022-10-13,Residential,5441.883,322.95
37670,West,2022-10-13,Industrial,1873.907,191.18
37671,West,2022-10-13,Commercial,489.258,43.21
37672,West,2022-10-13,Agricultural,2209.379,211.28
37673,West,2022-10-14,Residential,2348.572,223.81
37674,West,2022-10-14,Industrial,1492.808,95.14
37675,West,2022-10-14,Commercial,2429.993,252.94
37676,West,2022-10-14,Agricultural,3545.229,238.16
37677,West,2022-10-15,Residential,1446.04,95.15
37678,West,2022-10-15,Industrial,1756.526,125.48
37679,West,2022-10-15,Commercial,2098.707,154.56
37680,West,2022-10-15,Agricultural,3365.573,218.37
37681,West,2022-10-16,Residential,3345.708,303.73
37682,West,2022-10-16,Industrial,1501.697,86.95
37683,West,2022-10-16,Commercial,4545.834,283.64
37684,West,2022-10-16,Agricultural,14.755,1.41
37685,West,2022-10-17,Residential,7201.598,611.38
37686,West,2022-10-17,Industrial,447.059,44.02
37687,West,2022-10-17,Commercial,1644.005,160.77
37688,West,2022-10-17,Agricultural,1938.278,110.17
37689,West,2022-10-18,Residential,2772.322,149.62
37690,West,2022-10-18,Industrial,4992.081,271.03
37691,West,2022-10-18,Commercial,385.965,38.54
37692,West,2022-10-18,Agricultural,702.516,45.08
37693,West,2022-10-19,Residential,1398.75,74.09
37694,West,2022-10-19,Industrial,4513.855,352.47
37695,West,2022-10-19,Commercial,1980.228,200.83
37696,West,2022-10-19,Agricultural,2031.886,167.37
37697,West,2022-10-20,Residential,6042.342,415.92
37698,West,2022-10-20,Industrial,1205.452,101.27
37699,West,2022-10-20,Commercial,2210.704,151.0
37700,West,2022-10-20,Agricultural,776.383,45.08
37701,West,2022-10-21,Residential,2983.016,194.24
37702,West,2022-10-21,Industrial,1575.736,137.63
37703,West,2022-10-21,Commercial,3207.917,228.32
37704,West,2022-10-21,Agricultural,1593.215,92.33
37705,West,2022-10-22,Residential,4323.344,414.17
37706,West,2022-10-22,Industrial,737.854,56.69
37707,West,2022-10-22,Commercial,2364.545,172.62
37708,West,2022-10-22,Agricultural,2570.856,173.77
37709,West,2022-10-23,Residential,4660.885,425.23
37710,West,2022-10-23,Industrial,1390.289,87.11
37711,West,2022-10-23,Commercial,1138.743,115.32
37712,West,2022-10-23,Agricultural,2524.287,229.05
37713,West,2022-10-24,Residential,2669.362,172.56
37714,West,2022-10-24,Industrial,3758.809,349.3
37715,West,2022-10-24,Commercial,692.88,35.0
37716,West,2022-10-24,Agricultural,2233.898,115.78
37717,West,2022-10-25,Residential,1639.869,110.74
37718,West,2022-10-25,Industrial,4473.626,422.76
37719,West,2022-10-25,Commercial,3188.08,177.26
37720,West,2022-10-25,Agricultural,139.571,12.2
37721,West,2022-10-26,Residential,2081.816,128.13
37722,West,2022-10-26,Industrial,1828.845,188.56
37723,West,2022-10-26,Commercial,3306.108,331.57
37724,West,2022-10-26,Agricultural,1241.135,69.06
37725,West,2022-10-27,Residential,4618.707,286.92
37726,West,2022-10-27,Industrial,2805.081,242.71
37727,West,2022-10-27,Commercial,1487.844,126.03
37728,West,2022-10-27,Agricultural,1072.558,96.78
37729,West,2022-10-28,Residential,3330.486,309.0
37730,West,2022-10-28,Industrial,333.001,28.06
37731,West,2022-10-28,Commercial,4424.421,402.62
37732,West,2022-10-28,Agricultural,266.106,13.48
37733,West,2022-10-29,Residential,2936.421,225.77
37734,West,2022-10-29,Industrial,2627.905,216.61
37735,West,2022-10-29,Commercial,3529.645,307.24
37736,West,2022-10-29,Agricultural,116.518,9.86
37737,West,2022-10-30,Residential,6116.045,483.22
37738,West,2022-10-30,Industrial,2227.796,180.97
37739,West,2022-10-30,Commercial,1289.277,112.27
37740,West,2022-10-30,Agricultural,817.992,55.13
37741,West,2022-10-31,Residential,2421.915,219.18
37742,West,2022-10-31,Industrial,2925.327,154.75
37743,West,2022-10-31,Commercial,3184.136,255.35
37744,West,2022-10-31,Agricultural,1262.061,115.47
37745,West,2022-11-01,Residential,5435.889,338.76
37746,West,2022-11-01,Industrial,840.013,42.62
37747,West,2022-11-01,Commercial,1658.06,92.47
37748,West,2022-11-01,Agricultural,1463.44,126.57
37749,West,2022-11-02,Residential,2308.698,194.72
37750,West,2022-11-02,Industrial,1044.003,106.88
37751,West,2022-11-02,Commercial,5221.163,441.7
37752,West,2022-11-02,Agricultural,780.261,59.66
37753,West,2022-11-03,Residential,5719.543,545.54
37754,West,2022-11-03,Industrial,1020.893,64.34
37755,West,2022-11-03,Commercial,3004.009,193.72
37756,West,2022-11-03,Agricultural,51.44,3.19
37757,West,2022-11-04,Residential,3912.108,404.49
37758,West,2022-11-04,Industrial,2491.36,236.55
37759,West,2022-11-04,Commercial,887.64,85.57
37760,West,2022-11-04,Agricultural,2735.621,206.25
37761,West,2022-11-05,Residential,3861.71,283.45
37762,West,2022-11-05,Industrial,3563.082,294.53
37763,West,2022-11-05,Commercial,1158.472,60.08
37764,West,2022-11-05,Agricultural,1135.974,97.71
37765,West,2022-11-06,Residential,1114.412,86.02
37766,West,2022-11-06,Industrial,1909.401,132.73
37767,West,2022-11-06,Commercial,3538.571,337.19
37768,West,2022-11-06,Agricultural,2529.388,176.18
37769,West,2022-11-07,Residential,4295.837,270.97
37770,West,2022-11-07,Industrial,1089.281,93.75
37771,West,2022-11-07,Commercial,2127.99,203.42
37772,West,2022-11-07,Agricultural,1765.649,134.54
37773,West,2022-11-08,Residential,3235.162,312.92
37774,West,2022-11-08,Industrial,2126.365,111.94
37775,West,2022-11-08,Commercial,4431.459,457.65
37776,West,2022-11-08,Agricultural,439.922,40.94
37777,West,2022-11-09,Residential,2832.714,174.51
37778,West,2022-11-09,Industrial,3893.513,198.59
37779,West,2022-11-09,Commercial,2444.079,242.93
37780,West,2022-11-09,Agricultural,1410.505,79.36
37781,West,2022-11-10,Residential,3548.542,240.37
37782,West,2022-11-10,Industrial,266.412,19.06
37783,West,2022-11-10,Commercial,4615.626,373.86
37784,West,2022-11-10,Agricultural,260.246,19.32
37785,West,2022-11-11,Residential,2467.504,209.49
37786,West,2022-11-11,Industrial,2206.116,198.47
37787,West,2022-11-11,Commercial,3314.974,230.12
37788,West,2022-11-11,Agricultural,20.385,1.64
37789,West,2022-11-12,Residential,8638.549,585.2
37790,West,2022-11-12,Industrial,1424.773,132.04
37791,West,2022-11-12,Commercial,133.105,13.42
37792,West,2022-11-12,Agricultural,806.201,41.73
37793,West,2022-11-13,Residential,2695.654,185.9
37794,West,2022-11-13,Industrial,3480.658,347.81
37795,West,2022-11-13,Commercial,2456.928,143.23
37796,West,2022-11-13,Agricultural,424.048,22.75
37797,West,2022-11-14,Residential,1483.331,95.61
37798,West,2022-11-14,Industrial,1384.595,123.97
37799,West,2022-11-14,Commercial,6041.32,429.88
37800,West,2022-11-14,Agricultural,301.679,23.34
37801,West,2022-11-15,Residential,4113.195,294.05
37802,West,2022-11-15,Industrial,107.374,6.56
37803,West,2022-11-15,Commercial,854.594,83.41
37804,West,2022-11-15,Agricultural,4305.063,356.47
37805,West,2022-11-16,Residential,2169.889,213.31
37806,West,2022-11-16,Industrial,4588.38,301.0
37807,West,2022-11-16,Commercial,4175.674,305.14
37808,West,2022-11-16,Agricultural,229.778,19.4
37809,West,2022-11-17,Residential,3487.805,191.47
37810,West,2022-11-17,Industrial,2542.12,174.79
37811,West,2022-11-17,Commercial,3197.527,206.54
37812,West,2022-11-17,Agricultural,814.187,76.54
37813,West,2022-11-18,Residential,4524.21,402.91
37814,West,2022-11-18,Industrial,3639.352,363.77
37815,West,2022-11-18,Commercial,428.1,36.16
37816,West,2022-11-18,Agricultural,799.155,80.23
37817,West,2022-11-19,Residential,4835.7,341.64
37818,West,2022-11-19,Industrial,1685.554,151.81
37819,West,2022-11-19,Commercial,1941.182,150.98
37820,West,2022-11-19,Agricultural,1137.317,111.81
37821,West,2022-11-20,Residential,4297.745,357.22
37822,West,2022-11-20,Industrial,3341.701,259.49
37823,West,2022-11-20,Commercial,1701.49,134.17
37824,West,2022-11-20,Agricultural,349.075,31.36
37825,West,2022-11-21,Residential,3403.246,291.11
37826,West,2022-11-21,Industrial,3505.399,250.03
37827,West,2022-11-21,Commercial,2402.047,224.07
37828,West,2022-11-21,Agricultural,676.782,37.1
37829,West,2022-11-22,Residential,1046.484,59.28
37830,West,2022-11-22,Industrial,1569.683,160.11
37831,West,2022-11-22,Commercial,3193.605,301.82
37832,West,2022-11-22,Agricultural,3752.918,281.23
37833,West,2022-11-23,Residential,4101.182,334.48
37834,West,2022-11-23,Industrial,3393.634,280.47
37835,West,2022-11-23,Commercial,1027.439,100.25
37836,West,2022-11-23,Agricultural,116.823,6.78
37837,West,2022-11-24,Residential,3051.228,289.08
37838,West,2022-11-24,Industrial,5480.461,321.58
37839,West,2022-11-24,Commercial,139.968,8.83
37840,West,2022-11-24,Agricultural,151.192,8.23
37841,West,2022-11-25,Residential,5757.164,390.56
37842,West,2022-11-25,Industrial,2538.688,193.77
37843,West,2022-11-25,Commercial,298.687,17.15
37844,West,2022-11-25,Agricultural,1377.043,69.02
37845,West,2022-11-26,Residential,5477.456,478.63
37846,West,2022-11-26,Industrial,800.276,76.13
37847,West,2022-11-26,Commercial,2901.183,226.63
37848,West,2022-11-26,Agricultural,585.49,40.19
37849,West,2022-11-27,Residential,1746.265,158.89
37850,West,2022-11-27,Industrial,1683.121,123.26
37851,West,2022-11-27,Commercial,3671.638,268.03
37852,West,2022-11-27,Agricultural,2052.813,179.26
37853,West,2022-11-28,Residential,3587.409,315.26
37854,West,2022-11-28,Industrial,4026.923,410.3
37855,West,2022-11-28,Commercial,525.911,33.74
37856,West,2022-11-28,Agricultural,542.244,32.68
37857,West,2022-11-29,Residential,3945.048,366.31
37858,West,2022-11-29,Industrial,3341.964,257.03
37859,West,2022-11-29,Commercial,2110.426,186.5
37860,West,2022-11-29,Agricultural,383.925,23.12
37861,West,2022-11-30,Residential,5415.536,329.9
37862,West,2022-11-30,Industrial,1016.398,86.64
37863,West,2022-11-30,Commercial,1873.797,117.29
37864,West,2022-11-30,Agricultural,248.981,19.06
37865,West,2022-12-01,Residential,4880.208,311.25
37866,West,2022-12-01,Industrial,3695.902,366.61
37867,West,2022-12-01,Commercial,984.683,54.63
37868,West,2022-12-01,Agricultural,523.96,51.62
37869,West,2022-12-02,Residential,3856.76,343.76
37870,West,2022-12-02,Industrial,3280.73,166.15
37871,West,2022-12-02,Commercial,1871.154,119.16
37872,West,2022-12-02,Agricultural,395.639,20.53
37873,West,2022-12-03,Residential,4752.349,390.5
37874,West,2022-12-03,Industrial,4020.705,396.26
37875,West,2022-12-03,Commercial,636.472,40.82
37876,West,2022-12-03,Agricultural,105.73,7.4
37877,West,2022-12-04,Residential,2307.406,178.89
37878,West,2022-12-04,Industrial,2617.514,140.16
37879,West,2022-12-04,Commercial,3062.4,270.71
37880,West,2022-12-04,Agricultural,1916.424,125.66
37881,West,2022-12-05,Residential,3609.066,247.39
37882,West,2022-12-05,Industrial,943.342,97.12
37883,West,2022-12-05,Commercial,1624.559,139.53
37884,West,2022-12-05,Agricultural,3809.881,396.11
37885,West,2022-12-06,Residential,5150.537,295.45
37886,West,2022-12-06,Industrial,2224.481,226.81
37887,West,2022-12-06,Commercial,1617.051,150.36
37888,West,2022-12-06,Agricultural,250.105,15.57
37889,West,2022-12-07,Residential,1890.128,183.57
37890,West,2022-12-07,Industrial,4397.989,372.6
37891,West,2022-12-07,Commercial,3193.52,316.57
37892,West,2022-12-07,Agricultural,741.407,71.75
37893,West,2022-12-08,Residential,1453.604,117.93
37894,West,2022-12-08,Industrial,2960.883,205.6
37895,West,2022-12-08,Commercial,4758.834,456.63
37896,West,2022-12-08,Agricultural,248.497,21.63
37897,West,2022-12-09,Residential,2087.156,159.95
37898,West,2022-12-09,Industrial,5320.535,441.19
37899,West,2022-12-09,Commercial,1836.157,188.06
37900,West,2022-12-09,Agricultural,912.02,75.58
37901,West,2022-12-10,Residential,6041.001,431.43
37902,West,2022-12-10,Industrial,247.635,21.39
37903,West,2022-12-10,Commercial,3327.222,199.19
37904,West,2022-12-10,Agricultural,354.213,21.76
37905,West,2022-12-11,Residential,6645.909,542.88
37906,West,2022-12-11,Industrial,1144.591,85.37
37907,West,2022-12-11,Commercial,1407.975,87.37
37908,West,2022-12-11,Agricultural,279.979,24.94
37909,West,2022-12-12,Residential,2015.312,111.63
37910,West,2022-12-12,Industrial,3964.446,404.57
37911,West,2022-12-12,Commercial,2074.532,191.92
37912,West,2022-12-12,Agricultural,1207.413,65.04
37913,West,2022-12-13,Residential,3443.488,280.92
37914,West,2022-12-13,Industrial,2499.974,136.52
37915,West,2022-12-13,Commercial,2599.148,175.1
37916,West,2022-12-13,Agricultural,655.413,36.39
37917,West,2022-12-14,Residential,2337.295,229.31
37918,West,2022-12-14,Industrial,2738.391,147.84
37919,West,2022-12-14,Commercial,4645.875,397.28
37920,West,2022-12-14,Agricultural,712.633,37.59
37921,West,2022-12-15,Residential,2166.559,111.78
37922,West,2022-12-15,Industrial,3741.065,253.55
37923,West,2022-12-15,Commercial,1662.179,116.69
37924,West,2022-12-15,Agricultural,1159.896,106.05
37925,West,2022-12-16,Residential,5818.99,304.93
37926,West,2022-12-16,Industrial,2374.579,230.43
37927,West,2022-12-16,Commercial,428.033,30.79
37928,West,2022-12-16,Agricultural,740.478,60.16
37929,West,2022-12-17,Residential,2396.897,243.79
37930,West,2022-12-17,Industrial,1835.211,174.5
37931,West,2022-12-17,Commercial,2918.421,274.36
37932,West,2022-12-17,Agricultural,3216.934,284.82
37933,West,2022-12-18,Residential,3295.693,321.32
37934,West,2022-12-18,Industrial,4295.303,254.44
37935,West,2022-12-18,Commercial,2637.937,151.82
37936,West,2022-12-18,Agricultural,122.668,10.98
37937,West,2022-12-19,Residential,2352.118,140.71
37938,West,2022-12-19,Industrial,3805.753,366.77
37939,West,2022-12-19,Commercial,2452.034,242.98
37940,West,2022-12-19,Agricultural,146.019,11.71
37941,West,2022-12-20,Residential,3791.252,350.84
37942,West,2022-12-20,Industrial,1656.074,129.78
37943,West,2022-12-20,Commercial,3512.319,236.83
37944,West,2022-12-20,Agricultural,507.961,44.76
37945,West,2022-12-21,Residential,3757.731,351.81
37946,West,2022-12-21,Industrial,1914.728,101.88
37947,West,2022-12-21,Commercial,2913.437,266.89
37948,West,2022-12-21,Agricultural,180.504,16.5
37949,West,2022-12-22,Residential,2663.379,216.2
37950,West,2022-12-22,Industrial,2016.078,123.43
37951,West,2022-12-22,Commercial,3242.537,308.08
37952,West,2022-12-22,Agricultural,1303.712,72.59
37953,West,2022-12-23,Residential,3295.881,250.49
37954,West,2022-12-23,Industrial,1303.947,134.7
37955,West,2022-12-23,Commercial,4361.312,448.38
37956,West,2022-12-23,Agricultural,53.967,4.34
37957,West,2022-12-24,Residential,5992.963,442.35
37958,West,2022-12-24,Industrial,1265.924,98.9
37959,West,2022-12-24,Commercial,713.231,54.19
37960,West,2022-12-24,Agricultural,984.789,58.28
37961,West,2022-12-25,Residential,2264.921,140.87
37962,West,2022-12-25,Industrial,2955.722,305.88
37963,West,2022-12-25,Commercial,2987.696,218.04
37964,West,2022-12-25,Agricultural,974.292,98.66
37965,West,2022-12-26,Residential,5719.646,457.59
37966,West,2022-12-26,Industrial,2308.267,132.99
37967,West,2022-12-26,Commercial,1418.551,120.83
37968,West,2022-12-26,Agricultural,478.162,37.27
37969,West,2022-12-27,Residential,1926.267,160.72
37970,West,2022-12-27,Industrial,6129.789,575.34
37971,West,2022-12-27,Commercial,1118.467,68.59
37972,West,2022-12-27,Agricultural,657.986,35.31
37973,West,2022-12-28,Residential,4724.429,263.53
37974,West,2022-12-28,Industrial,2274.149,142.27
37975,West,2022-12-28,Commercial,2363.404,236.64
37976,West,2022-12-28,Agricultural,409.965,39.21
37977,West,2022-12-29,Residential,1521.281,100.92
37978,West,2022-12-29,Industrial,1247.335,110.63
37979,West,2022-12-29,Commercial,2340.064,186.02
37980,West,2022-12-29,Agricultural,2616.945,242.37
37981,West,2022-12-30,Residential,1548.713,144.89
37982,West,2022-12-30,Industrial,2424.837,192.21
37983,West,2022-12-30,Commercial,2414.233,146.52
37984,West,2022-12-30,Agricultural,3425.273,289.63
37985,West,2022-12-31,Residential,2790.679,288.37
37986,West,2022-12-31,Industrial,3448.103,254.15
37987,West,2022-12-31,Commercial,3083.568,277.85
37988,West,2022-12-31,Agricultural,77.692,4.86
37989,West,2023-01-01,Residential,2336.068,132.41
37990,West,2023-01-01,Industrial,3405.798,211.49
37991,West,2023-01-01,Commercial,2643.579,162.09
37992,West,2023-01-01,Agricultural,131.682,7.02
37993,West,2023-01-02,Residential,5763.18,366.27
37994,West,2023-01-02,Industrial,2879.21,185.54
37995,West,2023-01-02,Commercial,745.38,44.09
37996,West,2023-01-02,Agricultural,493.838,47.22
37997,West,2023-01-03,Residential,2197.771,147.17
37998,West,2023-01-03,Industrial,2619.343,135.39
37999,West,2023-01-03,Commercial,4001.155,385.65
38000,West,2023-01-03,Agricultural,168.197,16.45
38001,West,2023-01-04,Residential,3640.261,185.02
38002,West,2023-01-04,Industrial,4223.118,284.56
38003,West,2023-01-04,Commercial,2230.619,139.64
38004,West,2023-01-04,Agricultural,143.995,9.98
38005,West,2023-01-05,Residential,4968.05,423.32
38006,West,2023-01-05,Industrial,1543.261,119.6
38007,West,2023-01-05,Commercial,2101.428,119.89
38008,West,2023-01-05,Agricultural,733.168,44.78
38009,West,2023-01-06,Residential,2731.554,175.61
38010,West,2023-01-06,Industrial,1835.324,163.7
38011,West,2023-01-06,Commercial,2241.498,193.07
38012,West,2023-01-06,Agricultural,971.856,89.6
38013,West,2023-01-07,Residential,2974.83,153.16
38014,West,2023-01-07,Industrial,2542.298,203.6
38015,West,2023-01-07,Commercial,3608.667,215.46
38016,West,2023-01-07,Agricultural,870.648,74.28
38017,West,2023-01-08,Residential,4036.109,252.6
38018,West,2023-01-08,Industrial,2615.165,271.34
38019,West,2023-01-08,Commercial,1325.795,70.45
38020,West,2023-01-08,Agricultural,1288.594,129.38
38021,West,2023-01-09,Residential,5282.626,472.77
38022,West,2023-01-09,Industrial,1506.936,119.01
38023,West,2023-01-09,Commercial,709.737,54.41
38024,West,2023-01-09,Agricultural,1238.821,101.64
38025,West,2023-01-10,Residential,3834.381,306.64
38026,West,2023-01-10,Industrial,2005.391,118.3
38027,West,2023-01-10,Commercial,3894.114,266.55
38028,West,2023-01-10,Agricultural,172.819,13.19
38029,West,2023-01-11,Residential,6971.953,482.33
38030,West,2023-01-11,Industrial,1469.398,110.44
38031,West,2023-01-11,Commercial,177.85,18.45
38032,West,2023-01-11,Agricultural,269.749,19.71
38033,West,2023-01-12,Residential,3096.137,204.24
38034,West,2023-01-12,Industrial,4065.726,274.01
38035,West,2023-01-12,Commercial,1894.545,181.94
38036,West,2023-01-12,Agricultural,229.539,23.25
38037,West,2023-01-13,Residential,1761.359,108.71
38038,West,2023-01-13,Industrial,2556.357,132.43
38039,West,2023-01-13,Commercial,2944.527,270.33
38040,West,2023-01-13,Agricultural,1015.292,71.74
38041,West,2023-01-14,Residential,3356.921,243.51
38042,West,2023-01-14,Industrial,5467.661,537.47
38043,West,2023-01-14,Commercial,68.302,3.64
38044,West,2023-01-14,Agricultural,452.35,44.43
38045,West,2023-01-15,Residential,6829.085,599.69
38046,West,2023-01-15,Industrial,1180.762,72.67
38047,West,2023-01-15,Commercial,2043.543,202.4
38048,West,2023-01-15,Agricultural,86.385,4.74
38049,West,2023-01-16,Residential,4140.228,335.53
38050,West,2023-01-16,Industrial,1683.956,174.22
38051,West,2023-01-16,Commercial,2463.14,219.04
38052,West,2023-01-16,Agricultural,1017.586,89.3
38053,West,2023-01-17,Residential,3026.318,315.06
38054,West,2023-01-17,Industrial,3383.731,350.49
38055,West,2023-01-17,Commercial,1311.678,107.52
38056,West,2023-01-17,Agricultural,1044.962,71.32
38057,West,2023-01-18,Residential,3913.64,242.37
38058,West,2023-01-18,Industrial,785.87,64.62
38059,West,2023-01-18,Commercial,3102.872,237.51
38060,West,2023-01-18,Agricultural,775.781,69.31
38061,West,2023-01-19,Residential,2835.314,270.93
38062,West,2023-01-19,Industrial,1214.599,77.55
38063,West,2023-01-19,Commercial,526.35,27.94
38064,West,2023-01-19,Agricultural,4442.15,339.45
38065,West,2023-01-20,Residential,820.005,68.66
38066,West,2023-01-20,Industrial,2455.21,252.1
38067,West,2023-01-20,Commercial,1845.582,93.12
38068,West,2023-01-20,Agricultural,3162.06,320.46
38069,West,2023-01-21,Residential,2654.122,202.52
38070,West,2023-01-21,Industrial,1694.597,142.65
38071,West,2023-01-21,Commercial,3946.964,242.5
38072,West,2023-01-21,Agricultural,639.019,46.29
38073,West,2023-01-22,Residential,3093.115,290.49
38074,West,2023-01-22,Industrial,3437.633,280.01
38075,West,2023-01-22,Commercial,1331.241,129.95
38076,West,2023-01-22,Agricultural,1920.161,189.22
38077,West,2023-01-23,Residential,4547.358,298.01
38078,West,2023-01-23,Industrial,1977.987,197.42
38079,West,2023-01-23,Commercial,167.286,13.05
38080,West,2023-01-23,Agricultural,1952.505,102.39
38081,West,2023-01-24,Residential,6525.57,377.14
38082,West,2023-01-24,Industrial,687.353,37.96
38083,West,2023-01-24,Commercial,1538.521,92.14
38084,West,2023-01-24,Agricultural,179.462,11.6
38085,West,2023-01-25,Residential,2411.879,247.81
38086,West,2023-01-25,Industrial,484.145,32.04
38087,West,2023-01-25,Commercial,5549.855,367.24
38088,West,2023-01-25,Agricultural,225.255,18.08
38089,West,2023-01-26,Residential,2866.895,288.03
38090,West,2023-01-26,Industrial,3012.915,190.44
38091,West,2023-01-26,Commercial,1719.273,119.51
38092,West,2023-01-26,Agricultural,1058.776,98.21
38093,West,2023-01-27,Residential,1696.298,114.33
38094,West,2023-01-27,Industrial,4976.585,455.79
38095,West,2023-01-27,Commercial,517.834,52.4
38096,West,2023-01-27,Agricultural,1543.874,146.98
38097,West,2023-01-28,Residential,4827.449,391.87
38098,West,2023-01-28,Industrial,905.092,74.96
38099,West,2023-01-28,Commercial,3639.498,248.07
38100,West,2023-01-28,Agricultural,412.299,40.52
38101,West,2023-01-29,Residential,2424.087,171.7
38102,West,2023-01-29,Industrial,4152.11,413.44
38103,West,2023-01-29,Commercial,2669.915,197.3
38104,West,2023-01-29,Agricultural,302.076,25.51
38105,West,2023-01-30,Residential,2908.469,165.81
38106,West,2023-01-30,Industrial,2502.295,235.51
38107,West,2023-01-30,Commercial,3823.155,395.47
38108,West,2023-01-30,Agricultural,265.72,26.33
38109,West,2023-01-31,Residential,4556.206,412.42
38110,West,2023-01-31,Industrial,1492.92,77.41
38111,West,2023-01-31,Commercial,1050.232,72.17
38112,West,2023-01-31,Agricultural,1527.726,121.79
38113,West,2023-02-01,Residential,4360.655,374.26
38114,West,2023-02-01,Industrial,2069.141,171.3
38115,West,2023-02-01,Commercial,2440.903,234.05
38116,West,2023-02-01,Agricultural,49.043,3.29
38117,West,2023-02-02,Residential,3633.69,373.65
38118,West,2023-02-02,Industrial,2902.967,195.6
38119,West,2023-02-02,Commercial,1257.64,125.58
38120,West,2023-02-02,Agricultural,406.286,32.13
38121,West,2023-02-03,Residential,1805.442,145.86
38122,West,2023-02-03,Industrial,2130.78,193.51
38123,West,2023-02-03,Commercial,1183.867,109.83
38124,West,2023-02-03,Agricultural,2894.249,277.94
38125,West,2023-02-04,Residential,4886.404,387.14
38126,West,2023-02-04,Industrial,1729.928,161.53
38127,West,2023-02-04,Commercial,697.776,70.19
38128,West,2023-02-04,Agricultural,1121.038,72.03
38129,West,2023-02-05,Residential,6233.59,420.35
38130,West,2023-02-05,Industrial,1268.336,85.86
38131,West,2023-02-05,Commercial,1566.119,138.03
38132,West,2023-02-05,Agricultural,405.756,42.24
38133,West,2023-02-06,Residential,2510.464,226.71
38134,West,2023-02-06,Industrial,3942.193,350.7
38135,West,2023-02-06,Commercial,1265.965,116.77
38136,West,2023-02-06,Agricultural,1097.124,103.85
38137,West,2023-02-07,Residential,4374.337,324.69
38138,West,2023-02-07,Industrial,1797.798,118.56
38139,West,2023-02-07,Commercial,1238.843,74.39
38140,West,2023-02-07,Agricultural,2000.068,205.06
38141,West,2023-02-08,Residential,2958.822,189.66
38142,West,2023-02-08,Industrial,2522.2,252.69
38143,West,2023-02-08,Commercial,774.888,65.43
38144,West,2023-02-08,Agricultural,2368.317,234.41
38145,West,2023-02-09,Residential,3059.873,314.39
38146,West,2023-02-09,Industrial,2003.616,200.16
38147,West,2023-02-09,Commercial,2326.498,232.67
38148,West,2023-02-09,Agricultural,1107.616,95.34
38149,West,2023-02-10,Residential,2353.914,171.23
38150,West,2023-02-10,Industrial,2791.643,260.19
38151,West,2023-02-10,Commercial,1092.625,71.24
38152,West,2023-02-10,Agricultural,1448.683,116.69
38153,West,2023-02-11,Residential,2182.258,129.71
38154,West,2023-02-11,Industrial,2489.551,140.26
38155,West,2023-02-11,Commercial,3317.328,236.58
38156,West,2023-02-11,Agricultural,395.968,30.49
38157,West,2023-02-12,Residential,1907.171,128.0
38158,West,2023-02-12,Industrial,4963.46,446.14
38159,West,2023-02-12,Commercial,1858.487,161.33
38160,West,2023-02-12,Agricultural,154.712,8.03
38161,West,2023-02-13,Residential,3317.663,342.17
38162,West,2023-02-13,Industrial,2552.657,137.53
38163,West,2023-02-13,Commercial,2417.544,236.67
38164,West,2023-02-13,Agricultural,5.848,0.57
38165,West,2023-02-14,Residential,1986.792,107.78
38166,West,2023-02-14,Industrial,1157.144,112.58
38167,West,2023-02-14,Commercial,2369.987,163.32
38168,West,2023-02-14,Agricultural,2781.961,233.9
38169,West,2023-02-15,Residential,2896.409,153.0
38170,West,2023-02-15,Industrial,2695.888,226.8
38171,West,2023-02-15,Commercial,2156.449,110.05
38172,West,2023-02-15,Agricultural,928.609,50.06
38173,West,2023-02-16,Residential,4005.066,255.54
38174,West,2023-02-16,Industrial,3570.184,330.35
38175,West,2023-02-16,Commercial,709.419,72.11
38176,West,2023-02-16,Agricultural,18.158,1.26
38177,West,2023-02-17,Residential,3551.386,277.44
38178,West,2023-02-17,Industrial,112.106,5.64
38179,West,2023-02-17,Commercial,3458.859,182.13
38180,West,2023-02-17,Agricultural,1004.956,52.44
38181,West,2023-02-18,Residential,2952.835,194.63
38182,West,2023-02-18,Industrial,2036.349,104.3
38183,West,2023-02-18,Commercial,1888.258,167.36
38184,West,2023-02-18,Agricultural,1508.889,96.28
38185,West,2023-02-19,Residential,4389.051,304.75
38186,West,2023-02-19,Industrial,1302.667,109.11
38187,West,2023-02-19,Commercial,998.414,70.74
38188,West,2023-02-19,Agricultural,577.769,53.67
38189,West,2023-02-20,Residential,5659.431,373.62
