SnapshotID,Region,SnapshotDate,AvgTemperature,SolarRadiation,WindSpeed,RainfallMM
8300,West,2019-09-21,-1.88,208.86,5.16,0.42
8301,West,2019-09-22,0.45,410.5,6.91,3.55
8302,West,2019-09-23,-3.72,219.28,8.18,0.1
8303,West,2019-09-24,1.9,0.0,5.42,0.23
8304,West,2019-09-25,-0.42,112.51,5.03,0.04
8305,West,2019-09-26,-2.17,243.57,5.81,0.16
8306,West,2019-09-27,0.89,149.16,6.49,0.05
8307,West,2019-09-28,-0.52,153.84,4.21,0.03
8308,West,2019-09-29,2.73,101.0,5.57,0.02
8309,West,2019-09-30,-1.58,161.89,5.9,0.87
8310,West,2019-10-01,4.65,215.52,6.08,0.6
8311,West,2019-10-02,1.92,230.94,5.83,0.13
8312,West,2019-10-03,2.79,118.63,4.67,0.14
8313,West,2019-10-04,-1.84,264.9,6.62,0.23
8314,West,2019-10-05,3.81,105.49,6.08,0.14
8315,West,2019-10-06,-2.18,236.26,6.11,0.49
8316,West,2019-10-07,-0.16,228.7,4.59,0.04
8317,West,2019-10-08,2.89,127.58,7.21,0.0
8318,West,2019-10-09,1.32,118.76,4.86,0.1
8319,West,2019-10-10,-2.15,234.38,8.74,0.16
8320,West,2019-10-11,2.63,159.87,4.58,0.06
8321,West,2019-10-12,1.07,190.37,7.53,0.04
8322,West,2019-10-13,-0.4,261.63,3.56,1.63
8323,West,2019-10-14,-2.62,246.1,3.06,0.04
8324,West,2019-10-15,1.38,135.71,5.65,0.12
8325,West,2019-10-16,0.22,205.99,3.13,0.62
8326,West,2019-10-17,0.91,136.88,7.65,0.19
8327,West,2019-10-18,-2.53,282.72,6.55,0.14
8328,West,2019-10-19,-0.14,337.6,8.72,0.09
8329,West,2019-10-20,1.71,148.71,6.4,0.15
8330,West,2019-10-21,4.56,215.55,7.05,0.27
8331,West,2019-10-22,0.46,293.25,6.31,0.35
8332,West,2019-10-23,3.82,223.67,5.44,0.21
8333,West,2019-10-24,2.57,268.63,6.17,0.31
8334,West,2019-10-25,1.53,229.89,5.0,0.02
8335,West,2019-10-26,-0.89,143.35,7.42,0.0
8336,West,2019-10-27,-0.73,239.62,6.41,0.27
8337,West,2019-10-28,2.52,322.59,6.75,0.06
8338,West,2019-10-29,0.31,259.92,11.17,0.42
8339,West,2019-10-30,0.22,367.13,6.36,0.15
8340,West,2019-10-31,1.17,98.04,7.47,0.13
8341,West,2019-11-01,1.29,272.69,6.94,0.3
8342,West,2019-11-02,3.51,193.21,8.79,0.27
8343,West,2019-11-03,0.79,177.76,7.44,0.24
8344,West,2019-11-04,3.5,357.4,6.7,0.23
8345,West,2019-11-05,2.87,233.16,10.58,0.14
8346,West,2019-11-06,-1.26,228.41,5.88,0.52
8347,West,2019-11-07,2.78,287.08,6.91,0.44
8348,West,2019-11-08,-3.04,90.51,8.6,0.08
8349,West,2019-11-09,0.61,374.3,6.02,0.33
8350,West,2019-11-10,3.44,421.53,8.43,0.44
8351,West,2019-11-11,2.6,345.72,6.58,0.19
8352,West,2019-11-12,-0.8,308.87,8.83,0.16
8353,West,2019-11-13,0.61,262.05,8.82,0.22
8354,West,2019-11-14,-2.25,196.89,7.25,0.04
8355,West,2019-11-15,0.4,382.03,5.9,0.02
8356,West,2019-11-16,4.37,363.47,6.84,0.34
8357,West,2019-11-17,2.22,329.89,7.43,0.17
8358,West,2019-11-18,3.8,324.36,8.81,0.03
8359,West,2019-11-19,3.62,325.56,7.98,0.54
8360,West,2019-11-20,3.79,263.34,8.33,0.07
8361,West,2019-11-21,5.9,509.46,8.07,0.42
8362,West,2019-11-22,3.58,290.54,8.84,0.14
8363,West,2019-11-23,5.94,283.32,7.29,0.17
8364,West,2019-11-24,-0.7,411.23,7.86,0.27
8365,West,2019-11-25,6.62,323.42,7.67,0.32
8366,West,2019-11-26,1.96,328.47,6.99,0.53
8367,West,2019-11-27,2.54,447.43,9.18,0.31
8368,West,2019-11-28,3.42,392.89,9.17,0.14
8369,West,2019-11-29,7.14,401.33,9.51,0.36
8370,West,2019-11-30,3.34,233.98,6.58,0.21
8371,West,2019-12-01,3.96,383.91,8.27,0.02
8372,West,2019-12-02,3.5,275.93,9.39,0.12
8373,West,2019-12-03,6.08,324.54,10.03,0.04
8374,West,2019-12-04,7.21,379.58,5.52,0.06
8375,West,2019-12-05,9.29,367.27,7.8,0.18
8376,West,2019-12-06,10.83,427.18,7.53,0.1
8377,West,2019-12-07,7.49,441.21,10.22,2.01
8378,West,2019-12-08,7.08,451.95,4.53,0.05
8379,West,2019-12-09,4.07,281.55,6.29,1.15
8380,West,2019-12-10,10.49,582.91,10.02,0.09
8381,West,2019-12-11,7.26,396.78,7.18,0.14
8382,West,2019-12-12,6.42,500.65,5.94,0.03
8383,West,2019-12-13,7.93,207.38,10.17,0.17
8384,West,2019-12-14,6.05,392.23,5.77,0.65
8385,West,2019-12-15,2.81,301.56,9.46,0.28
8386,West,2019-12-16,8.8,354.48,5.59,0.06
8387,West,2019-12-17,10.5,432.44,5.78,0.12
8388,West,2019-12-18,9.1,406.64,8.25,0.11
8389,West,2019-12-19,8.14,543.59,6.69,0.02
8390,West,2019-12-20,8.35,585.05,8.37,0.43
8391,West,2019-12-21,8.84,371.27,10.67,0.1
8392,West,2019-12-22,8.95,414.69,7.74,0.14
8393,West,2019-12-23,8.71,376.33,10.42,0.07
8394,West,2019-12-24,9.06,556.41,8.47,0.03
8395,West,2019-12-25,12.29,481.79,9.42,0.46
8396,West,2019-12-26,10.29,476.8,4.46,0.01
8397,West,2019-12-27,9.73,504.36,8.95,0.1
8398,West,2019-12-28,11.01,459.62,8.72,0.26
8399,West,2019-12-29,11.18,421.16,7.46,0.07
8400,West,2019-12-30,11.93,498.92,10.84,0.12
8401,West,2019-12-31,8.69,478.64,7.26,0.17
8402,West,2020-01-01,9.42,532.93,5.59,1.06
8403,West,2020-01-02,8.92,379.77,9.17,0.28
8404,West,2020-01-03,12.26,530.39,5.86,0.68
8405,West,2020-01-04,12.33,465.5,8.11,1.18
8406,West,2020-01-05,8.52,537.89,10.0,0.06
8407,West,2020-01-06,12.02,603.34,8.74,0.07
8408,West,2020-01-07,14.15,491.56,7.61,0.35
8409,West,2020-01-08,11.11,636.92,7.45,0.11
8410,West,2020-01-09,12.38,407.03,9.87,0.09
8411,West,2020-01-10,13.38,674.89,6.14,2.9
8412,West,2020-01-11,9.45,655.55,9.13,0.01
8413,West,2020-01-12,12.56,490.6,11.25,0.15
8414,West,2020-01-13,14.97,496.32,8.77,0.3
8415,West,2020-01-14,11.41,452.01,7.59,0.27
8416,West,2020-01-15,14.43,650.32,7.69,0.46
8417,West,2020-01-16,12.98,555.15,7.2,0.15
8418,West,2020-01-17,11.74,554.24,6.94,0.0
8419,West,2020-01-18,13.06,501.65,8.08,0.15
8420,West,2020-01-19,12.37,741.34,8.91,0.18
8421,West,2020-01-20,11.81,523.44,10.3,0.42
8422,West,2020-01-21,13.23,608.04,4.94,0.05
8423,West,2020-01-22,14.04,628.19,4.2,1.74
8424,West,2020-01-23,13.73,583.81,10.29,0.25
8425,West,2020-01-24,13.69,572.38,7.92,0.22
8426,West,2020-01-25,14.83,595.62,7.98,0.1
8427,West,2020-01-26,15.6,675.06,8.55,0.09
8428,West,2020-01-27,12.4,606.7,7.51,0.24
8429,West,2020-01-28,14.34,769.11,10.73,0.93
8430,West,2020-01-29,11.05,581.46,8.49,0.1
8431,West,2020-01-30,14.82,708.46,7.07,0.5
8432,West,2020-01-31,15.59,512.09,7.18,0.18
8433,West,2020-02-01,16.58,594.87,7.49,2.03
8434,West,2020-02-02,15.89,596.1,6.52,0.05
8435,West,2020-02-03,16.83,577.42,10.2,0.29
8436,West,2020-02-04,16.0,692.69,7.83,1.8
8437,West,2020-02-05,14.66,665.43,5.87,0.36
8438,West,2020-02-06,13.92,496.11,8.22,0.31
8439,West,2020-02-07,15.77,842.19,9.75,0.07
8440,West,2020-02-08,14.89,700.7,9.16,0.74
8441,West,2020-02-09,16.32,690.72,6.4,0.07
8442,West,2020-02-10,15.71,799.4,5.86,0.08
8443,West,2020-02-11,17.66,777.6,9.64,0.07
8444,West,2020-02-12,17.05,678.48,5.04,0.07
8445,West,2020-02-13,17.97,549.91,8.01,0.24
8446,West,2020-02-14,18.09,754.99,6.58,0.21
8447,West,2020-02-15,16.96,636.47,9.38,0.05
8448,West,2020-02-16,17.21,816.23,5.8,0.24
8449,West,2020-02-17,18.56,658.53,6.16,0.07
8450,West,2020-02-18,22.57,687.94,8.26,0.05
8451,West,2020-02-19,15.81,620.04,8.5,0.28
8452,West,2020-02-20,17.98,629.84,9.32,0.09
8453,West,2020-02-21,15.62,725.36,7.96,0.17
8454,West,2020-02-22,18.07,721.1,7.75,0.04
8455,West,2020-02-23,16.87,702.34,8.77,0.19
8456,West,2020-02-24,18.08,907.7,5.11,0.05
8457,West,2020-02-25,18.73,794.73,5.82,0.04
8458,West,2020-02-26,17.54,750.17,5.18,0.1
8459,West,2020-02-27,15.05,531.6,3.05,0.31
8460,West,2020-02-28,21.56,821.01,8.32,0.04
8461,West,2020-02-29,20.47,997.19,9.17,0.02
8462,West,2020-03-01,18.62,745.2,7.83,0.01
8463,West,2020-03-02,17.18,697.93,7.54,0.11
8464,West,2020-03-03,19.22,778.29,7.06,0.07
8465,West,2020-03-04,19.85,653.08,6.99,0.07
8466,West,2020-03-05,20.74,806.85,9.42,0.8
8467,West,2020-03-06,21.0,892.12,9.17,0.04
8468,West,2020-03-07,21.45,720.56,5.93,0.12
8469,West,2020-03-08,15.93,725.2,8.44,0.86
8470,West,2020-03-09,18.87,771.89,8.59,0.01
8471,West,2020-03-10,21.53,740.05,7.69,1.19
8472,West,2020-03-11,17.76,660.97,7.26,0.09
8473,West,2020-03-12,22.1,752.86,7.18,2.37
8474,West,2020-03-13,23.34,738.36,4.4,0.49
8475,West,2020-03-14,22.15,896.19,4.23,0.1
8476,West,2020-03-15,21.14,880.77,7.73,0.05
8477,West,2020-03-16,18.97,901.51,4.87,0.11
8478,West,2020-03-17,20.47,855.16,4.4,3.36
8479,West,2020-03-18,17.26,808.69,3.34,0.07
8480,West,2020-03-19,18.42,723.4,5.71,3.98
8481,West,2020-03-20,18.6,900.48,6.95,0.34
8482,West,2020-03-21,20.18,823.17,7.03,0.06
8483,West,2020-03-22,19.3,696.36,7.59,0.31
8484,West,2020-03-23,20.63,723.87,5.7,0.01
8485,West,2020-03-24,21.88,696.57,6.41,0.16
8486,West,2020-03-25,18.73,634.1,7.48,0.09
8487,West,2020-03-26,20.46,829.86,6.88,0.11
8488,West,2020-03-27,19.35,700.17,5.27,0.13
8489,West,2020-03-28,20.57,739.06,6.56,0.14
8490,West,2020-03-29,21.57,802.88,3.1,0.21
8491,West,2020-03-30,22.05,784.9,6.04,0.24
8492,West,2020-03-31,21.55,742.92,5.08,0.74
8493,West,2020-04-01,21.03,921.49,8.25,0.29
8494,West,2020-04-02,17.36,677.73,4.47,1.16
8495,West,2020-04-03,18.03,680.99,6.08,0.1
8496,West,2020-04-04,18.54,836.0,5.23,0.03
8497,West,2020-04-05,20.89,748.91,5.0,0.01
8498,West,2020-04-06,17.58,745.31,6.37,0.13
8499,West,2020-04-07,20.81,711.65,5.14,1.1
8500,West,2020-04-08,20.65,824.39,8.51,0.21
8501,West,2020-04-09,16.22,814.65,2.74,0.61
8502,West,2020-04-10,17.89,805.31,6.61,0.1
8503,West,2020-04-11,22.12,748.24,5.5,0.2
8504,West,2020-04-12,21.4,733.8,5.52,0.44
8505,West,2020-04-13,18.27,779.76,6.02,0.1
8506,West,2020-04-14,17.86,868.96,7.03,0.13
8507,West,2020-04-15,14.99,915.83,5.9,2.56
8508,West,2020-04-16,22.78,877.95,6.97,0.16
8509,West,2020-04-17,19.88,828.07,5.5,0.32
8510,West,2020-04-18,23.51,864.68,3.85,0.55
8511,West,2020-04-19,19.31,689.95,5.23,0.17
8512,West,2020-04-20,20.2,725.73,7.06,0.02
8513,West,2020-04-21,21.36,823.02,4.68,0.34
8514,West,2020-04-22,22.79,769.76,3.64,0.34
8515,West,2020-04-23,20.45,804.29,6.17,0.02
8516,West,2020-04-24,19.39,853.63,5.71,0.16
8517,West,2020-04-25,19.37,839.1,4.02,0.13
8518,West,2020-04-26,17.15,683.73,4.79,1.88
8519,West,2020-04-27,18.4,769.7,4.84,0.06
8520,West,2020-04-28,19.19,692.75,5.09,0.11
8521,West,2020-04-29,21.77,701.82,6.02,0.93
8522,West,2020-04-30,18.06,624.64,4.41,0.15
8523,West,2020-05-01,20.96,769.63,6.04,0.62
8524,West,2020-05-02,18.59,613.51,4.16,0.65
8525,West,2020-05-03,21.15,785.11,7.43,0.02
8526,West,2020-05-04,19.92,859.45,7.43,0.07
8527,West,2020-05-05,19.69,790.33,3.59,0.0
8528,West,2020-05-06,20.33,749.11,3.01,0.11
8529,West,2020-05-07,19.94,864.7,6.28,0.22
8530,West,2020-05-08,20.3,765.05,5.18,0.64
8531,West,2020-05-09,22.33,666.68,5.59,0.01
8532,West,2020-05-10,21.19,742.47,3.75,0.04
8533,West,2020-05-11,18.78,885.94,4.51,0.19
8534,West,2020-05-12,16.85,638.39,4.17,0.14
8535,West,2020-05-13,18.35,611.96,5.11,0.23
8536,West,2020-05-14,13.65,768.06,2.76,0.08
8537,West,2020-05-15,19.04,697.38,4.46,0.03
8538,West,2020-05-16,15.14,669.11,2.7,0.32
8539,West,2020-05-17,19.38,607.25,3.79,1.95
8540,West,2020-05-18,20.97,548.22,4.39,0.06
8541,West,2020-05-19,13.99,583.9,5.27,0.11
8542,West,2020-05-20,16.66,825.74,5.37,0.02
8543,West,2020-05-21,14.5,691.91,5.61,0.05
8544,West,2020-05-22,13.04,531.64,2.22,0.29
8545,West,2020-05-23,16.15,779.31,6.32,0.09
8546,West,2020-05-24,17.49,779.27,3.44,0.19
8547,West,2020-05-25,17.59,774.67,3.52,0.58
8548,West,2020-05-26,16.25,638.33,4.77,0.26
8549,West,2020-05-27,12.47,646.37,3.84,0.12
8550,West,2020-05-28,15.91,674.58,4.87,0.09
8551,West,2020-05-29,12.53,771.3,5.13,0.04
8552,West,2020-05-30,12.51,610.43,3.14,0.28
8553,West,2020-05-31,13.23,590.02,3.99,0.02
8554,West,2020-06-01,17.17,701.54,4.02,0.01
8555,West,2020-06-02,16.01,738.09,5.67,0.02
8556,West,2020-06-03,15.41,632.55,3.52,0.06
8557,West,2020-06-04,12.89,685.79,3.44,0.2
8558,West,2020-06-05,13.68,636.5,2.66,0.4
8559,West,2020-06-06,11.56,602.71,2.81,0.98
8560,West,2020-06-07,16.87,551.73,2.14,0.26
8561,West,2020-06-08,18.38,521.0,3.09,0.03
8562,West,2020-06-09,14.94,559.33,6.53,0.07
8563,West,2020-06-10,15.13,525.6,5.16,0.14
8564,West,2020-06-11,13.18,621.5,6.03,0.02
8565,West,2020-06-12,10.1,691.34,2.68,0.84
8566,West,2020-06-13,11.49,605.33,1.17,0.47
8567,West,2020-06-14,12.08,510.41,4.55,0.23
8568,West,2020-06-15,12.07,647.53,6.85,0.32
8569,West,2020-06-16,11.45,597.86,3.33,0.14
8570,West,2020-06-17,12.61,608.68,4.21,0.13
8571,West,2020-06-18,10.64,522.51,1.69,0.55
8572,West,2020-06-19,16.51,649.67,4.08,0.26
8573,West,2020-06-20,9.27,644.19,3.85,0.12
8574,West,2020-06-21,13.61,534.12,0.89,0.08
8575,West,2020-06-22,11.14,601.22,2.47,0.02
8576,West,2020-06-23,12.42,626.74,2.34,0.34
8577,West,2020-06-24,12.34,496.27,1.64,0.04
8578,West,2020-06-25,11.47,521.86,2.92,0.14
8579,West,2020-06-26,8.71,529.6,4.77,0.2
8580,West,2020-06-27,10.14,430.24,3.05,0.27
8581,West,2020-06-28,10.98,548.24,5.72,0.02
8582,West,2020-06-29,10.68,589.55,3.46,0.0
8583,West,2020-06-30,8.25,491.07,4.49,0.24
8584,West,2020-07-01,12.7,524.61,4.75,0.12
8585,West,2020-07-02,4.96,604.14,6.3,0.04
8586,West,2020-07-03,9.28,454.68,2.93,0.8
8587,West,2020-07-04,7.76,510.76,4.67,0.31
8588,West,2020-07-05,9.8,431.2,2.59,0.17
8589,West,2020-07-06,11.29,423.87,6.59,0.24
8590,West,2020-07-07,6.28,493.85,2.45,0.03
8591,West,2020-07-08,13.63,480.69,4.59,3.28
8592,West,2020-07-09,9.15,500.67,6.36,1.12
8593,West,2020-07-10,9.34,457.25,2.23,0.21
8594,West,2020-07-11,5.53,483.28,4.93,0.22
8595,West,2020-07-12,8.15,574.24,2.55,0.24
8596,West,2020-07-13,10.01,520.74,7.54,0.22
8597,West,2020-07-14,8.32,457.98,1.22,0.12
8598,West,2020-07-15,8.02,466.29,1.79,0.16
8599,West,2020-07-16,7.47,396.99,2.39,0.07
8600,West,2020-07-17,4.65,403.2,2.45,0.12
8601,West,2020-07-18,4.47,450.38,4.87,0.11
8602,West,2020-07-19,9.41,413.08,6.8,0.07
8603,West,2020-07-20,8.68,464.62,5.84,0.31
8604,West,2020-07-21,8.81,497.68,4.47,0.11
8605,West,2020-07-22,4.94,383.34,4.15,0.16
8606,West,2020-07-23,6.11,225.95,3.24,0.03
8607,West,2020-07-24,8.73,544.66,4.75,0.13
8608,West,2020-07-25,3.66,324.99,3.86,0.29
8609,West,2020-07-26,8.22,388.11,4.47,0.12
8610,West,2020-07-27,4.63,426.04,3.09,0.16
8611,West,2020-07-28,3.94,475.95,2.42,0.24
8612,West,2020-07-29,5.43,503.13,4.27,0.1
8613,West,2020-07-30,3.11,325.01,4.26,0.09
8614,West,2020-07-31,1.4,444.8,3.38,0.02
8615,West,2020-08-01,5.2,361.02,3.14,0.17
8616,West,2020-08-02,5.97,560.24,5.14,0.25
8617,West,2020-08-03,7.18,424.46,5.01,0.17
8618,West,2020-08-04,5.82,317.93,7.16,0.07
8619,West,2020-08-05,8.4,264.42,6.43,0.06
8620,West,2020-08-06,7.05,113.54,2.59,0.03
8621,West,2020-08-07,5.67,373.49,4.12,0.01
8622,West,2020-08-08,4.99,396.09,2.38,0.11
8623,West,2020-08-09,6.38,371.01,1.69,0.03
8624,West,2020-08-10,-0.64,119.11,7.76,0.23
8625,West,2020-08-11,2.69,202.81,6.71,0.65
8626,West,2020-08-12,-0.19,338.05,3.57,0.02
8627,West,2020-08-13,4.73,438.61,6.4,2.23
8628,West,2020-08-14,1.79,287.57,6.65,0.21
8629,West,2020-08-15,9.19,375.65,1.7,0.39
8630,West,2020-08-16,1.99,201.94,5.88,0.03
8631,West,2020-08-17,3.12,297.7,3.89,0.47
8632,West,2020-08-18,1.99,255.66,5.23,0.63
8633,West,2020-08-19,1.7,369.21,9.2,0.47
8634,West,2020-08-20,0.07,227.65,7.09,0.31
8635,West,2020-08-21,-0.1,401.7,4.54,0.02
8636,West,2020-08-22,-2.01,239.69,6.9,0.05
8637,West,2020-08-23,3.34,175.56,1.91,2.44
8638,West,2020-08-24,1.29,175.15,5.57,0.05
8639,West,2020-08-25,5.91,205.24,5.64,0.09
8640,West,2020-08-26,-0.55,281.74,5.93,0.01
8641,West,2020-08-27,4.8,200.42,4.14,0.2
8642,West,2020-08-28,4.9,180.79,5.5,0.17
8643,West,2020-08-29,4.22,314.89,6.24,0.65
8644,West,2020-08-30,2.04,0.0,1.51,0.45
8645,West,2020-08-31,0.81,204.1,4.55,0.71
8646,West,2020-09-01,3.96,129.26,3.7,0.19
8647,West,2020-09-02,-0.26,164.1,6.07,0.11
8648,West,2020-09-03,1.79,250.75,7.18,0.14
8649,West,2020-09-04,1.09,212.57,4.22,0.4
8650,West,2020-09-05,-0.68,203.17,3.54,0.8
8651,West,2020-09-06,1.59,319.89,5.38,0.11
8652,West,2020-09-07,2.45,221.62,3.51,0.01
8653,West,2020-09-08,-0.96,365.27,4.93,1.09
8654,West,2020-09-09,1.76,275.91,4.8,0.1
8655,West,2020-09-10,-3.68,139.83,6.2,0.06
8656,West,2020-09-11,-1.38,370.22,5.84,0.42
8657,West,2020-09-12,-0.24,236.14,5.64,0.04
8658,West,2020-09-13,1.33,362.12,7.89,0.14
8659,West,2020-09-14,2.31,189.67,5.87,1.59
8660,West,2020-09-15,0.69,231.4,4.87,1.89
8661,West,2020-09-16,1.62,242.93,5.09,0.34
8662,West,2020-09-17,0.13,193.75,4.42,0.45
8663,West,2020-09-18,1.22,307.87,4.07,0.03
8664,West,2020-09-19,1.08,359.73,3.55,0.56
8665,West,2020-09-20,-0.67,20.74,7.37,0.0
8666,West,2020-09-21,-0.39,268.58,4.62,0.06
8667,West,2020-09-22,1.5,131.11,6.21,0.02
8668,West,2020-09-23,3.9,0.0,5.32,0.58
8669,West,2020-09-24,2.67,242.83,5.76,0.11
8670,West,2020-09-25,-2.02,242.54,7.57,0.38
8671,West,2020-09-26,-2.02,255.04,6.14,0.04
8672,West,2020-09-27,-0.85,230.02,4.52,0.03
8673,West,2020-09-28,0.41,270.14,5.09,0.19
8674,West,2020-09-29,0.3,151.78,7.26,0.01
8675,West,2020-09-30,2.69,221.07,6.73,0.18
8676,West,2020-10-01,2.8,255.92,7.43,0.3
8677,West,2020-10-02,0.23,308.46,5.72,0.18
8678,West,2020-10-03,-0.23,203.98,4.02,1.75
8679,West,2020-10-04,1.27,183.7,6.91,0.06
8680,West,2020-10-05,2.37,196.81,6.56,0.02
8681,West,2020-10-06,1.37,106.25,6.63,1.28
8682,West,2020-10-07,-0.58,263.9,4.18,0.35
8683,West,2020-10-08,-0.92,86.43,5.32,0.14
8684,West,2020-10-09,-1.89,235.07,4.91,0.34
8685,West,2020-10-10,0.75,211.42,6.95,0.12
8686,West,2020-10-11,1.64,81.53,7.04,0.04
8687,West,2020-10-12,1.9,87.13,6.35,0.64
8688,West,2020-10-13,2.77,139.47,7.9,0.05
8689,West,2020-10-14,3.47,181.47,8.72,0.13
8690,West,2020-10-15,-2.2,328.72,7.05,0.03
8691,West,2020-10-16,1.4,202.8,7.56,0.04
8692,West,2020-10-17,1.52,256.85,5.77,0.43
8693,West,2020-10-18,0.55,316.01,5.53,0.02
8694,West,2020-10-19,-0.91,302.17,8.17,0.05
8695,West,2020-10-20,3.7,217.48,5.37,1.08
8696,West,2020-10-21,-0.31,163.41,7.76,0.17
8697,West,2020-10-22,-3.45,261.65,9.33,0.18
8698,West,2020-10-23,1.04,168.86,7.76,0.37
8699,West,2020-10-24,0.59,370.95,6.69,0.15
8700,West,2020-10-25,4.85,297.32,4.83,0.05
8701,West,2020-10-26,2.19,246.81,7.12,0.11
8702,West,2020-10-27,0.68,273.42,8.42,0.28
8703,West,2020-10-28,0.97,249.04,6.67,2.06
8704,West,2020-10-29,1.03,207.77,8.5,0.06
8705,West,2020-10-30,5.97,279.65,7.54,0.06
8706,West,2020-10-31,2.97,222.94,7.46,0.08
8707,West,2020-11-01,-1.11,399.99,6.58,0.91
8708,West,2020-11-02,1.31,192.4,4.9,0.07
8709,West,2020-11-03,1.85,291.35,6.47,0.45
8710,West,2020-11-04,-0.22,190.94,6.49,0.76
8711,West,2020-11-05,-1.47,193.09,8.03,0.23
8712,West,2020-11-06,3.38,116.7,7.17,0.7
8713,West,2020-11-07,0.69,295.63,8.85,0.07
8714,West,2020-11-08,4.9,223.31,7.67,0.34
8715,West,2020-11-09,2.53,355.85,6.52,0.23
8716,West,2020-11-10,1.68,305.57,6.08,0.06
8717,West,2020-11-11,-2.1,287.77,6.42,0.08
8718,West,2020-11-12,5.3,166.53,7.6,0.67
8719,West,2020-11-13,3.56,329.7,6.82,0.31
8720,West,2020-11-14,2.19,233.53,5.79,0.41
8721,West,2020-11-15,1.43,175.54,8.94,0.2
8722,West,2020-11-16,6.53,328.33,7.68,0.26
8723,West,2020-11-17,1.33,197.0,7.89,0.31
8724,West,2020-11-18,2.85,134.22,6.27,0.27
8725,West,2020-11-19,4.86,409.18,5.96,0.19
8726,West,2020-11-20,6.75,264.51,7.3,0.05
8727,West,2020-11-21,3.55,173.83,4.52,0.6
8728,West,2020-11-22,2.65,240.45,8.76,0.14
8729,West,2020-11-23,4.05,263.9,6.55,0.32
8730,West,2020-11-24,6.21,417.3,7.23,0.15
8731,West,2020-11-25,6.8,196.95,8.29,0.54
8732,West,2020-11-26,1.93,227.16,7.33,0.15
8733,West,2020-11-27,5.06,417.03,5.93,0.16
8734,West,2020-11-28,2.1,307.0,9.96,0.01
8735,West,2020-11-29,6.89,365.63,5.42,0.04
8736,West,2020-11-30,6.11,312.59,4.38,0.07
8737,West,2020-12-01,3.58,518.03,9.07,0.13
8738,West,2020-12-02,8.64,257.76,5.58,0.34
8739,West,2020-12-03,6.39,388.1,9.67,0.13
8740,West,2020-12-04,6.33,490.4,8.37,0.16
8741,West,2020-12-05,5.68,344.84,8.24,0.52
8742,West,2020-12-06,6.18,319.25,6.98,0.28
8743,West,2020-12-07,5.59,445.67,6.61,0.01
8744,West,2020-12-08,5.03,469.41,7.29,0.04
8745,West,2020-12-09,9.13,329.9,6.55,0.01
8746,West,2020-12-10,5.85,515.72,9.69,0.01
8747,West,2020-12-11,5.94,407.72,6.78,0.41
8748,West,2020-12-12,6.9,449.22,8.66,0.26
8749,West,2020-12-13,10.17,532.52,9.42,0.06
8750,West,2020-12-14,9.75,479.91,6.6,0.1
8751,West,2020-12-15,6.86,423.37,8.5,0.1
8752,West,2020-12-16,10.27,374.67,6.6,0.18
8753,West,2020-12-17,8.2,650.1,7.69,0.45
8754,West,2020-12-18,6.47,375.35,7.27,0.82
8755,West,2020-12-19,7.37,468.98,6.92,0.93
8756,West,2020-12-20,11.24,489.41,8.21,0.14
8757,West,2020-12-21,12.83,498.29,6.15,0.23
8758,West,2020-12-22,9.47,629.06,9.37,0.22
8759,West,2020-12-23,7.87,467.74,6.36,0.15
8760,West,2020-12-24,8.93,461.46,6.09,1.34
8761,West,2020-12-25,7.82,598.39,7.61,0.14
8762,West,2020-12-26,8.29,468.49,7.44,5.64
8763,West,2020-12-27,8.26,554.6,8.53,0.01
8764,West,2020-12-28,9.7,505.22,8.13,0.59
8765,West,2020-12-29,10.28,568.51,5.56,0.1
8766,West,2020-12-30,9.91,558.04,9.48,0.29
8767,West,2020-12-31,9.94,472.92,7.58,0.04
8768,West,2021-01-01,12.07,362.81,8.36,0.11
8769,West,2021-01-02,10.26,381.57,11.3,0.24
8770,West,2021-01-03,10.56,373.41,9.92,0.18
8771,West,2021-01-04,10.71,518.49,8.31,0.16
8772,West,2021-01-05,14.32,342.72,5.93,0.11
8773,West,2021-01-06,10.43,523.26,5.95,0.28
8774,West,2021-01-07,12.77,551.89,9.72,0.21
8775,West,2021-01-08,10.25,614.79,7.37,0.42
8776,West,2021-01-09,12.62,591.74,7.72,0.26
8777,West,2021-01-10,13.18,628.62,6.25,0.03
8778,West,2021-01-11,14.43,594.64,8.63,0.19
8779,West,2021-01-12,11.66,540.69,9.66,0.01
8780,West,2021-01-13,10.37,563.12,10.23,0.1
8781,West,2021-01-14,11.19,508.47,7.26,0.11
8782,West,2021-01-15,14.86,599.83,8.89,0.39
8783,West,2021-01-16,17.25,459.81,7.77,0.04
8784,West,2021-01-17,14.92,676.76,9.23,1.03
8785,West,2021-01-18,10.9,519.85,7.89,0.04
8786,West,2021-01-19,15.18,613.56,6.65,0.59
8787,West,2021-01-20,11.86,631.82,9.85,0.15
8788,West,2021-01-21,13.21,703.94,8.01,0.25
8789,West,2021-01-22,14.44,481.21,7.32,0.21
8790,West,2021-01-23,14.93,594.41,8.1,0.07
8791,West,2021-01-24,14.51,669.15,6.71,0.46
8792,West,2021-01-25,13.33,769.93,8.43,0.2
8793,West,2021-01-26,16.81,631.36,7.49,0.14
8794,West,2021-01-27,13.79,591.52,6.58,0.15
8795,West,2021-01-28,17.5,805.78,11.32,2.21
